,lat,long,elevation
335,-83.57143,27.69231,2777.265625
336,-83.57143,30.46154,2907.043212890625
337,-83.57143,33.23077,2969.25341796875
338,-83.57143,36.0,3058.115234375
339,-83.57143,38.76923,3203.750732421875
340,-83.57143,41.53846,3329.799072265625
341,-83.57143,44.30769,3370.521240234375
342,-83.57143,47.07692,3403.565673828125
343,-83.57143,49.84615,3446.40869140625
344,-83.57143,52.61538,3494.989990234375
345,-83.57143,55.38462,3539.225830078125
346,-83.57143,58.15385,3582.214599609375
347,-83.57143,60.92308,3628.504638671875
348,-83.57143,63.69231,3672.339111328125
349,-83.57143,66.46154,3715.287109375
350,-83.57143,69.23077,3746.486328125
351,-83.57143,72.0,3741.7587890625
352,-83.57143,74.76923,3726.5693359375
353,-83.57143,77.53846,3701.055419921875
354,-83.57143,80.30769,3666.681884765625
355,-83.57143,83.07692,3628.386962890625
356,-83.57143,85.84615,3592.23876953125
357,-83.57143,88.61538,3553.952880859375
358,-83.57143,91.38462,3509.754150390625
359,-83.57143,94.15385,3443.91845703125
360,-83.57143,96.92308,3384.554443359375
361,-83.57143,99.69231,3343.151611328125
362,-83.57143,102.46154,3302.21240234375
363,-83.57143,105.23077,3237.76904296875
364,-83.57143,108.0,3178.822509765625
365,-83.57143,110.76923,3140.706787109375
366,-83.57143,113.53846,3099.059326171875
367,-83.57143,116.30769,3057.32421875
368,-83.57143,119.07692,3008.245361328125
369,-83.57143,121.84615,2928.62646484375
370,-83.57143,124.61538,2873.97705078125
371,-83.57143,127.38462,2835.512451171875
372,-83.57143,130.15385,2793.12841796875
373,-83.57143,132.92308,2747.352294921875
374,-83.57143,135.69231,2690.720947265625
375,-83.57143,138.46154,2619.23046875
376,-83.57143,141.23077,2570.177490234375
377,-83.57143,144.0,2514.727783203125
378,-83.57143,146.76923,2495.96435546875
379,-83.57143,149.53846,2450.997802734375
380,-83.57143,152.30769,2368.27978515625
381,-83.57143,155.07692,2204.654541015625
382,-83.57143,157.84615,2057.054443359375
383,-83.57143,160.61538,2301.660888671875
384,-83.57143,163.38462,1967.4384765625
385,-83.57143,166.15385,1716.747680664062
386,-83.57143,168.92308,1189.69189453125
387,-83.57143,171.69231,81.71578979492188
388,-83.57143,174.46154,54.30104064941406
389,-83.57143,177.23077,57.14284133911133
390,-81.0,-178.61538,53.01634216308594
391,-81.0,-175.84615,50.20000076293945
392,-81.0,-173.07692,53.0
393,-81.0,-170.30769,54.0
394,-81.0,-167.53846,52.79999923706055
395,-81.0,-164.76923,56.79999923706055
396,-81.0,-162.0,63.90196228027344
397,-81.0,-159.23077,70.40442657470703
398,-81.0,-156.46154,74.38455963134766
399,-81.0,-153.69231,81.88874053955078
400,-81.0,-150.92308,86.0
401,-81.0,-148.15385,124.788703918457
402,-81.0,-145.38462,245.8241577148438
403,-81.0,-142.61538,296.8515625
404,-81.0,-139.84615,365.9953308105469
405,-81.0,-137.07692,489.2356872558594
406,-81.0,-134.30769,686.5380859375
407,-81.0,-131.53846,768.4506225585938
408,-81.0,-128.76923,854.4500732421875
409,-81.0,-126.0,1023.62939453125
410,-81.0,-123.23077,1190.453125
411,-81.0,-120.46154,1319.864868164062
412,-81.0,-117.69231,1424.103149414062
413,-81.0,-114.92308,1562.424926757812
414,-81.0,-112.15385,1776.965454101562
415,-81.0,-109.38462,1899.89013671875
416,-81.0,-106.61538,1994.05322265625
417,-81.0,-103.84615,2100.425537109375
418,-81.0,-101.07692,2208.92724609375
419,-81.0,-98.30769,2292.278564453125
420,-81.0,-95.53846,2162.76025390625
421,-81.0,-92.76923,2018.281616210938
422,-81.0,-90.0,1864.54150390625
423,-81.0,-87.23077,1709.676879882812
424,-81.0,-84.46154,1177.82421875
425,-81.0,-81.69231,1009.1220703125
426,-81.0,-78.92308,647.7986450195312
427,-81.0,-76.15385,249.8152770996094
428,-81.0,-73.38462,162.4518737792969
429,-81.0,-70.61538,131.4909362792969
430,-81.0,-67.84615,126.1720962524414
431,-81.0,-65.07692,113.8000030517578
432,-81.0,-62.30769,105.4907989501953
433,-81.0,-59.53846,111.6013412475586
