,lat,long,elevation
687,85.5,51.42857,-3877.3408203125
688,85.5,61.71429,-3819.3134765625
689,85.5,72.0,-3774.202392578125
690,85.5,82.28571,-3776.2861328125
691,85.5,92.57143,-3362.748291015625
692,85.5,102.85714,-3889.67236328125
693,85.5,113.14286,-4191.5732421875
694,85.5,123.42857,-4287.17724609375
695,85.5,133.71429,-4211.4560546875
696,85.5,144.0,-2600.880126953125
697,85.5,154.28571,-1811.369384765625
698,85.5,164.57143,-3664.14990234375
699,85.5,174.85714,-2578.85986328125
